,RAM,1,2,3,4
NE_L3,410.47637443171664,0.464177,0.0,0.0,0.0
NE_L3 cont: NE_L4,-451.9447414927827,-0.775627,0.0,0.0,0.0
NE_L3 cont: NE_L5,143.03367171030834,0.398959,0.0,0.0,0.0
NE_L4 cont: NE_L3,449.9222846022883,0.798502,0.0,0.0,0.0
NE_L5 cont: NE_L3,131.1803330851211,0.398975,0.0,0.0,0.0
