,RAM,1,2,3,4
NE_L3,368.25306823074186,0.46485,0.0,0.0,0.0
NE_L3 cont: NE_L4,-319.6724994458029,-0.776934,0.0,0.0,0.0
NE_L3 cont: NE_L5,172.3939689549216,0.398956,0.0,0.0,0.0
NE_L4 cont: NE_L3,315.9741442846594,0.79806,0.0,0.0,0.0
NE_L5 cont: NE_L3,159.23523824589398,0.398966,0.0,0.0,0.0
