,RAM,1,2,3,4
NE_L3,354.20252229095126,0.464732,0.0,0.0,0.0
NE_L3 cont: NE_L4,-348.22832201399456,-0.776252,0.0,0.0,0.0
NE_L3 cont: NE_L5,122.06221441275774,0.398957,0.0,0.0,0.0
NE_L4 cont: NE_L3,347.27871115555394,0.798363,0.0,0.0,0.0
NE_L5 cont: NE_L3,110.1225124158136,0.39897,0.0,0.0,0.0
