,RAM,1,2,3,4
NE_L3,329.78096132895547,0.464843,0.0,0.0,0.0
NE_L3 cont: NE_L4,-268.48826415342876,-0.777141,0.0,0.0,0.0
NE_L3 cont: NE_L5,145.7597971469996,0.398956,0.0,0.0,0.0
NE_L4 cont: NE_L3,264.7754157981603,0.797956,0.0,0.0,0.0
NE_L5 cont: NE_L3,133.63228747046435,0.398963,0.0,0.0,0.0
