,RAM,1,2,3,4
NE_L3,363.53541067610877,0.464843,0.0,0.0,0.0
NE_L3 cont: NE_L4,-302.9408361335205,-0.777141,0.0,0.0,0.0
NE_L3 cont: NE_L5,179.9346666008184,0.398956,0.0,0.0,0.0
NE_L4 cont: NE_L3,299.05518933010086,0.797956,0.0,0.0,0.0
NE_L5 cont: NE_L3,167.1683394903556,0.398963,0.0,0.0,0.0
