,RAM,1,2,3,4
NE_L3,344.102327346552,0.464852,0.0,0.0,0.0
NE_L3 cont: NE_L4,-308.40659259177045,-0.776673,0.0,0.0,0.0
NE_L3 cont: NE_L5,134.15972816358106,0.398956,0.0,0.0,0.0
NE_L4 cont: NE_L3,305.7741552965641,0.798161,0.0,0.0,0.0
NE_L5 cont: NE_L3,121.63349458583056,0.398967,0.0,0.0,0.0
