,RAM,1,2,3,4
NE_L3,393.86441703639923,0.464148,0.0,0.0,0.0
NE_L3 cont: NE_L4,-412.145958082523,-0.776033,0.0,0.0,0.0
NE_L3 cont: NE_L5,155.268894583838,0.398957,0.0,0.0,0.0
NE_L4 cont: NE_L3,412.30413195718876,0.798463,0.0,0.0,0.0
NE_L5 cont: NE_L3,143.0518810121523,0.398971,0.0,0.0,0.0
