,RAM,1,2,3,4
NE_L3,349.12562892740794,0.464188,0.0,0.0,0.0
NE_L3 cont: NE_L4,-358.38189721478795,-0.77604,0.0,0.0,0.0
NE_L3 cont: NE_L5,110.96292084964244,0.398957,0.0,0.0,0.0
NE_L4 cont: NE_L3,358.0163560140364,0.798465,0.0,0.0,0.0
NE_L5 cont: NE_L3,99.29373927627962,0.398971,0.0,0.0,0.0
