,RAM,1,2,3,4
NE_L3,334.5275520885665,0.46485,0.0,0.0,0.0
NE_L3 cont: NE_L4,-285.22483563838557,-0.776934,0.0,0.0,0.0
NE_L3 cont: NE_L5,138.18331640121758,0.398956,0.0,0.0,0.0
NE_L4 cont: NE_L3,281.71153786106044,0.79806,0.0,0.0,0.0
NE_L5 cont: NE_L3,125.68320905252418,0.398966,0.0,0.0,0.0
