,RAM,1,2,3,4
NE_L3,340.21707182769995,0.464857,0.0,0.0,0.0
NE_L3 cont: NE_L4,-301.9551153340022,-0.776674,0.0,0.0,0.0
NE_L3 cont: NE_L5,130.8414870289937,0.398956,0.0,0.0,0.0
NE_L4 cont: NE_L3,299.12918948039,0.798161,0.0,0.0,0.0
NE_L5 cont: NE_L3,118.30313861945247,0.398967,0.0,0.0,0.0
