,RAM,1,2,3,4
NE_L3,377.1640471551643,0.464177,0.0,0.0,0.0
NE_L3 cont: NE_L4,-417.52738697691706,-0.775627,0.0,0.0,0.0
NE_L3 cont: NE_L5,108.63857430761786,0.398959,0.0,0.0,0.0
NE_L4 cont: NE_L3,415.7950168657528,0.798502,0.0,0.0,0.0
NE_L5 cont: NE_L3,97.37914130277542,0.398975,0.0,0.0,0.0
