,RAM,1,2,3,4
NE_L3,333.48615255780373,0.464854,0.0,0.0,0.0
NE_L3 cont: NE_L4,-282.0056010982554,-0.776935,0.0,0.0,0.0
NE_L3 cont: NE_L5,136.52870553722929,0.398956,0.0,0.0,0.0
NE_L4 cont: NE_L3,278.8515600463845,0.798057,0.0,0.0,0.0
NE_L5 cont: NE_L3,124.56994514890062,0.398964,0.0,0.0,0.0
