,RAM,1,2,3,4
NE_L3,408.5555540551373,0.464184,0.0,0.0,0.0
NE_L3 cont: NE_L4,-448.72385888358144,-0.775629,0.0,0.0,0.0
NE_L3 cont: NE_L5,141.37357219651312,0.398959,0.0,0.0,0.0
NE_L4 cont: NE_L3,446.6137038074594,0.798503,0.0,0.0,0.0
NE_L5 cont: NE_L3,129.50538105617784,0.398975,0.0,0.0,0.0
